arm,sigma,pi,seed,top5_active,gini_active,gini_null,top5_all,gini_all,total_punish,n_active,exit_rate
floor,0.75,0.5,20,0.08300812270272723,0.21341545690616054,0.023434173171129724,0.1701016466322809,0.6356883576530943,88148.0,151,0.5657142857142857
floor,0.75,0.5,2,0.08271776416861334,0.20542300581518738,0.022458972715784797,0.16802195061112496,0.6251752699283755,95034.0,153,0.5628571428571428
floor,0.75,0.5,16,0.08089791619051405,0.24623496325583893,0.022227642969050505,0.16642830758739569,0.638790092019684,100633.0,157,0.5514285714285714
floor,0.75,0.25,20,0.10673954829408938,0.32740669549895884,0.040603406850155,0.22745544178991278,0.6565764125900645,16648.0,87,0.7514285714285714
floor,0.75,0.5,26,0.08520770491413913,0.21752152399667996,0.023340172319497136,0.17389600062717692,0.6400352307035101,84206.0,149,0.5742857142857143
floor,0.75,0.5,19,0.07871600899611532,0.20939109530438724,0.02261374394930509,0.16142729950003423,0.6218014980802266,97820.0,157,0.5514285714285714
floor,0.75,0.5,6,0.08282669108487101,0.19655942326562478,0.02245005634754692,0.16731490064890572,0.6228888108385106,93919.0,152,0.5628571428571428
floor,0.75,0.5,9,0.08089920875545367,0.15616280619537373,0.022111202006641406,0.1619123585423002,0.6191476572682018,94661.0,146,0.5828571428571429
floor,0.75,0.5,7,0.07672450475154839,0.19922357230285934,0.021626011285796526,0.16185684884518636,0.6328794485642416,105755.0,153,0.5628571428571428
floor,0.75,0.5,21,0.08742530226525223,0.19345269746985178,0.02283463834845824,0.1757267913109262,0.6399638727208163,86348.0,142,0.5942857142857143
floor,0.75,0.5,4,0.09007741819327542,0.25305581039732256,0.02318218439051297,0.18250555013352496,0.6580287641702683,88868.0,149,0.5742857142857143
floor,0.75,0.5,22,0.07978065473736291,0.22164679758272568,0.022227957578827506,0.16408186458445592,0.6324493174918858,97016.0,154,0.56
floor,0.75,0.5,13,0.080582573199617,0.23358344013161544,0.022491813903701037,0.16429094436150285,0.6243174615249815,99215.0,158,0.5485714285714286
floor,0.75,0.5,24,0.09123693607127181,0.2431552574974049,0.023239924837846496,0.18824192548334368,0.6651993203797498,84297.0,143,0.5914285714285714
floor,0.75,0.5,12,0.08498201952166219,0.2078668330166704,0.022742654913440907,0.16970060889535007,0.6298896885092448,87595.0,147,0.58
floor,0.75,0.5,17,0.07793201675134458,0.17459352594660094,0.022065570172540714,0.15834503640401987,0.6190323943842335,94082.0,148,0.5771428571428572
floor,0.75,0.5,11,0.08130286165037907,0.19564284997363546,0.023134230246724258,0.16277542981412335,0.6104745687204347,91276.0,155,0.5571428571428572
floor,0.75,0.5,23,0.08592879403154216,0.22770132602864912,0.022385053295053157,0.16039699346524036,0.6106082792665177,105890.0,167,0.5228571428571429
floor,0.75,0.5,10,0.08255179049628453,0.19614452983006497,0.02286371100894348,0.16683158089314645,0.6331694443193133,86261.0,146,0.5828571428571429
floor,0.75,0.5,15,0.0927646906549314,0.2017059823427931,0.024090121630893094,0.18042258171013537,0.629250442996611,77260.0,143,0.5914285714285714
floor,0.75,0.5,18,0.08648772654278504,0.1981983089175106,0.024261229467336654,0.18399279418387698,0.6467712245291863,69744.0,133,0.62
floor,0.95,0.25,6,0.09164488772734546,0.23146461991200373,0.0227602614996609,0.20608249710298576,0.6844684110977659,74996.0,126,0.64
floor,0.75,0.5,25,0.0829019452537882,0.21565074572699844,0.021802720360942444,0.15198515041452118,0.6052059984778155,106053.0,164,0.5314285714285715
floor,0.75,0.25,27,0.08481392557022809,0.278094237695078,0.03848439375750301,0.21558678590983757,0.643688577164759,16660.0,80,0.7714285714285715
floor,0.95,0.25,3,0.09210247723904298,0.26268540502624,0.023333415493128472,0.203253915056974,0.6824865900049618,75568.0,131,0.6257142857142857
floor,0.95,0.25,2,0.09449144333225702,0.25559061252312787,0.022571049300142004,0.2118897178690846,0.6915460338992271,77425.0,126,0.64
floor,0.75,0.5,5,0.08262378362907842,0.22168338750783653,0.021561409695532434,0.15612694809446895,0.6134341218217763,111808.0,168,0.5171428571428571
floor,0.75,0.5,8,0.0895525416163686,0.2502660948727378,0.02282742113255449,0.16428882754612814,0.631296292452765,98579.0,161,0.54
floor,0.95,0.25,14,0.08155054972187123,0.20903130151757846,0.023192864582294873,0.21104335145167705,0.6891449025586637,68853.0,118,0.66
floor,0.75,0.5,30,0.09067096057241997,0.22471700909565903,0.02260588810760606,0.1795443498108502,0.6496066952680856,88187.0,143,0.5885714285714285
floor,0.95,0.25,1,0.09493940038273442,0.29368420760327646,0.02381686744884974,0.2087868040034982,0.685611213681858,75248.0,134,0.6171428571428571
floor,0.75,0.5,27,0.08425215609663125,0.2257061060475079,0.02248364633889009,0.15376590861673273,0.6024469691177481,104935.0,168,0.52
floor,0.95,0.25,8,0.08066737584681709,0.22083594122773956,0.02172823804386612,0.1879276378503188,0.6718520558391763,89305.0,134,0.6171428571428571
floor,0.75,0.5,29,0.08496236985741422,0.21646249979825408,0.02362930529905006,0.17107885639645523,0.6415735246095465,83178.0,146,0.58
floor,0.95,0.25,18,0.08357840254087755,0.21728715676486526,0.02357716588395329,0.21636794325852696,0.7016236104618069,68008.0,117,0.6657142857142857
floor,0.95,0.25,12,0.08612876183070699,0.28218042767239304,0.02286701140745831,0.19507141353366797,0.668614768980424,82307.0,139,0.6028571428571429
floor,0.95,0.25,7,0.08934558390704579,0.23821426641788526,0.022957435390573322,0.20158826396566687,0.6905276154471918,78146.0,126,0.64
floor,0.95,0.25,21,0.09181600873253838,0.25097549094758,0.023308810902250454,0.20647732684932193,0.6834217961618758,72373.0,126,0.64
floor,0.95,0.25,17,0.09231861917397015,0.2586979711077162,0.022979389456192507,0.20562144558401788,0.6885442084285228,74622.0,125,0.6428571428571429
floor,0.95,0.25,10,0.08841416742049962,0.2510660517018741,0.0237734920994943,0.19888606148732862,0.6840589204107069,71855.0,131,0.6257142857142857
floor,0.95,0.25,9,0.09009983464498403,0.28117041320056746,0.022569701953294108,0.20654368575624082,0.696383797461716,80433.0,129,0.6314285714285715
floor,0.95,0.25,25,0.0910805639612989,0.24091188280901796,0.023344701467864264,0.1998132470119522,0.6807519208878771,73693.0,129,0.6314285714285715
floor,0.75,0.5,28,0.07275480117937684,0.1722840749974386,0.022348394294366105,0.16564853867646903,0.635678391959799,87843.0,140,0.6
floor,0.95,0.25,11,0.09368058640604177,0.2249113241337184,0.023682508294924465,0.20500521641772054,0.6730612556480899,72032.0,128,0.6342857142857142
floor,0.95,0.25,28,0.09454272363150867,0.24808256887319288,0.023172473692521945,0.20439749569728866,0.6852645944761382,71904.0,124,0.6457142857142857
floor,0.95,0.25,29,0.09963486129093263,0.2544549483322294,0.023492181275481194,0.21707208153829988,0.6968074423212597,68741.0,121,0.6542857142857142
floor,0.95,0.25,5,0.09872392546024922,0.2847389293831253,0.023569910545750746,0.19523793035790543,0.6689672399550867,80011.0,142,0.5914285714285714
floor,0.95,0.25,15,0.09056036698698937,0.24849445918111984,0.023244702972723075,0.20426926963937983,0.6834608409658324,75861.0,131,0.6257142857142857
floor,0.95,0.25,20,0.08809189534141672,0.2395877945590773,0.023659646883641753,0.1956904342862579,0.6718748173768865,78350.0,135,0.6142857142857143
floor,0.95,0.25,23,0.08884956129596264,0.24414643845693368,0.02204838472005209,0.1787081721373589,0.6488922061865068,93799.0,146,0.5828571428571429
floor,0.95,0.25,27,0.0945348425893173,0.2486008558268738,0.024068738179924137,0.20700098700666567,0.6851799114204976,67848.0,127,0.6371428571428571
floor,0.95,0.25,26,0.08817977757371696,0.2803346292717617,0.022959220579075817,0.19937266511595123,0.6858534473209881,78408.0,134,0.6142857142857143
floor,0.95,0.25,13,0.08457838603991914,0.2571034978110491,0.0224016373052463,0.19375202330851407,0.6757248608734526,86074.0,136,0.6114285714285714
floor,0.95,0.5,3,0.08441391763071013,0.18639935088955426,0.02437612800642368,0.13037382770661535,0.49589726237851006,112979.0,212,0.3942857142857143
floor,0.95,0.5,11,0.08420312680743529,0.19679371596965894,0.02503856536050015,0.12772882779620087,0.48303958761185617,112383.0,220,0.3714285714285714
floor,0.95,0.25,19,0.08829325975561687,0.29688597881784373,0.02338006203835402,0.20020029133284778,0.6837453178649464,81184.0,138,0.6057142857142858
floor,0.95,0.25,22,0.08616220840987443,0.24050651430818654,0.02277301251128727,0.19194617024691074,0.6758511526759309,79478.0,129,0.6314285714285715
floor,0.95,0.5,4,0.0851135533878789,0.19590293064296554,0.025016917328426168,0.13057130078406673,0.5009954374696016,106822.0,210,0.4
floor,0.95,0.25,24,0.09767909486115635,0.26835235834263377,0.024192162967319665,0.21968026460859977,0.6911636628190416,70619.0,129,0.6314285714285715
floor,0.95,0.5,9,0.08259105925647138,0.1751820869519934,0.02375269155720938,0.12969481137935318,0.4934022940908527,119565.0,212,0.3942857142857143
floor,0.95,0.5,1,0.08237311046272028,0.19191169192318466,0.023708212050271765,0.12993841315599816,0.5033869488305052,121326.0,213,0.3914285714285714
floor,0.95,0.25,30,0.0921313254646588,0.2546050657161768,0.02377499044165704,0.19972618480081167,0.6681217639426594,73710.0,132,0.6228571428571429
floor,0.95,0.5,2,0.0791014257303717,0.14928696058665875,0.02482661349064912,0.12252701124251715,0.4764116242204284,107103.0,209,0.4028571428571428
floor,0.95,0.25,4,0.09674015660576442,0.2730146927594316,0.0239616315453235,0.215149020683888,0.6949318594593182,72028.0,131,0.6257142857142857
floor,0.95,0.25,16,0.09034041315100379,0.2633671827154515,0.023102152430054722,0.20679974659329467,0.6947636379123404,75614.0,130,0.6285714285714286
floor,0.95,0.5,5,0.0815228722738835,0.1740315054714266,0.02364270468014592,0.12809001817291654,0.49115508859445,119905.0,214,0.3885714285714285
floor,0.95,0.5,16,0.08779569987456495,0.20197782316551557,0.023935844031414362,0.1353638049907255,0.5213341766202859,113206.0,207,0.4085714285714286
floor,0.95,0.5,6,0.08256187589320663,0.15732661506950693,0.024383257303444886,0.1284529390551749,0.49473370769151515,109857.0,207,0.4085714285714286
floor,0.95,0.5,7,0.08392882633996424,0.2028844472291568,0.024209053426179735,0.13094449595972976,0.4914236038832012,119089.0,219,0.3742857142857143
floor,0.95,0.5,12,0.08661622962727192,0.195057128249285,0.023836654309830334,0.12472210769690943,0.4732640869021923,122529.0,226,0.3542857142857142
floor,0.95,0.5,22,0.08335325523946131,0.1690887510432787,0.02413751279460853,0.12939799125023108,0.4994738066524903,112941.0,209,0.4028571428571428
floor,0.95,0.5,18,0.0910668425071146,0.20727629888311588,0.024600794234326196,0.12909344109631174,0.48861365824961644,115256.0,221,0.3685714285714285
floor,0.95,0.5,14,0.07954441686520948,0.18537826910486505,0.023374239052691908,0.12613771270280966,0.5084635460832533,120461.0,209,0.4028571428571428
floor,0.95,0.5,8,0.08228540871149138,0.17414631085660737,0.02398312241771101,0.12995332662212866,0.48698878864340567,119681.0,216,0.3828571428571428
floor,0.95,0.5,10,0.08396478283033376,0.19151181290909466,0.02384346717717495,0.13187002071211873,0.5107703017437714,115739.0,210,0.4
floor,0.95,0.5,23,0.0857116253084408,0.1947562533273147,0.023430603940080383,0.12370475296001478,0.4647076497383661,128874.0,230,0.3428571428571428
floor,0.95,0.5,19,0.08574814274645641,0.19118806874198732,0.02450469059149277,0.13445522529772938,0.5111078930744896,109705.0,209,0.4028571428571428
floor,0.95,0.5,25,0.0865918868548935,0.2031532596317576,0.023872144437173268,0.13479447794460667,0.5160113936204611,114826.0,210,0.3971428571428571
floor,0.95,0.5,30,0.0828826303466016,0.20354489928872724,0.023665212408041966,0.13013715475614654,0.5132912808176583,121292.0,212,0.3942857142857143
floor,0.95,0.5,17,0.08654841944339421,0.20717808290205345,0.024040394838443783,0.12499187044745057,0.4786290787126505,121666.0,227,0.3514285714285714
floor,0.95,0.5,28,0.08581856442968468,0.17275122095429205,0.02385141281747996,0.12417520878478731,0.4659353199047874,121652.0,222,0.3657142857142857
floor,0.95,0.5,27,0.07980136092907768,0.1883970488016076,0.023385923001526913,0.12572570073038267,0.4870738319673959,127266.0,219,0.3742857142857143
floor,0.95,0.5,13,0.08606014093351008,0.19773364679041402,0.024521414762298036,0.13291215923842492,0.49690390059961675,114664.0,217,0.38
floor,0.95,0.5,20,0.0884450784593438,0.20927758850160358,0.02410975698149649,0.1266838021800181,0.4820070310003196,124778.0,226,0.3542857142857142
floor,0.95,0.5,26,0.08636895549431882,0.17253179574176236,0.024477805378753447,0.13336634403378303,0.5175704836290059,105964.0,201,0.4257142857142857
ceiling,0.75,0.25,3,0.6045106948908345,0.9023027461566473,0.06260612759455997,0.8242354488655048,0.9356076478601963,18046.0,224,0.36
floor,0.95,0.5,21,0.08363142367949326,0.17770207447707181,0.023747725443022144,0.12165807409299133,0.47305107431873167,124403.0,222,0.3657142857142857
ceiling,0.75,0.25,10,0.5444667593593903,0.8972413591800324,0.05902718203441301,0.8053839586158404,0.9333110915000322,19419.0,217,0.38
ceiling,0.75,0.25,9,0.5889749430523918,0.9011150528399119,0.05877067851674819,0.78846241406001,0.9305911890777346,21950.0,244,0.2971428571428571
ceiling,0.75,0.25,7,0.6090196296502252,0.9031146700278658,0.06244935031233202,0.81000802782981,0.934058182652242,17983.0,225,0.3571428571428571
ceiling,0.75,0.25,6,0.6278333615962919,0.9042958696562373,0.06263896996773025,0.8218545594459408,0.9353140532858006,17691.0,226,0.3542857142857142
ceiling,0.75,0.25,1,0.6107379210827487,0.9030290229317272,0.06126138848989043,0.7954004758128469,0.9316327744420527,20097.0,241,0.3114285714285714
ceiling,0.75,0.25,5,0.5770607511973783,0.8990407588266919,0.06012322902886874,0.8149489462300689,0.9335835363268591,19835.0,226,0.3542857142857142
ceiling,0.75,0.25,8,0.5760853161627848,0.899951515177462,0.061230230126306684,0.8070369439557677,0.9322145549851003,19879.0,235,0.3285714285714285
ceiling,0.75,0.25,2,0.6289870952033114,0.9052273490301826,0.06677650385234624,0.8435014872822194,0.9370608181353036,16428.0,227,0.3514285714285714
floor,0.95,0.5,29,0.08362308305380149,0.19132283519736548,0.02475646293817762,0.12938209331651954,0.48621653756079986,114179.0,220,0.3714285714285714
ceiling,0.75,0.25,4,0.5681881204592092,0.8952359824746271,0.06053007821948791,0.8135518157661648,0.9352454764013666,18031.0,213,0.3914285714285714
floor,0.95,0.5,24,0.0811954628718902,0.18015437819672775,0.024887724219496477,0.12571606199209556,0.48776352667271444,110819.0,214,0.3885714285714285
ceiling,0.75,0.25,22,0.5727600205843674,0.898138296635397,0.06164339526061636,0.8388021125969211,0.9366529144526672,17489.0,209,0.4028571428571428
ceiling,0.75,0.25,21,0.6018734151011748,0.9015087035435195,0.06088344940522397,0.8199856806791449,0.935205657592893,19323.0,224,0.36
ceiling,0.75,0.25,18,0.5626777625618877,0.9017851879269806,0.060117450134671936,0.8455557890313091,0.9375463032449793,18986.0,218,0.3771428571428571
floor,0.95,0.5,15,0.0813281197780897,0.18069916887151433,0.024478725808044874,0.1179367483591157,0.46398243890211216,119688.0,226,0.3514285714285714
ceiling,0.75,0.25,11,0.5778386098547965,0.9000996922969411,0.06439407174788003,0.8368074113664707,0.9366136434976627,16804.0,218,0.3771428571428571
ceiling,0.75,0.25,12,0.5556987861209582,0.8980502494026746,0.0605095182106382,0.8075847882272271,0.9335970100894411,18618.0,219,0.3742857142857143
ceiling,0.75,0.25,27,0.5915022107192925,0.9016532335579218,0.062435354629382205,0.809468394604602,0.9332483469981486,18546.0,230,0.3428571428571428
ceiling,0.75,0.25,13,0.5773282142153967,0.8969616384002712,0.05928460370981544,0.8145307968342919,0.9334604391823091,20316.0,223,0.3628571428571429
ceiling,0.75,0.25,15,0.6081659532433322,0.9035329267451675,0.06266056881548418,0.8117950370609088,0.9349977748108589,18222.0,226,0.3542857142857142
ceiling,0.75,0.25,14,0.5374609256831703,0.8957183331327436,0.0585200481972724,0.8245790399597889,0.9337649804329875,19834.0,217,0.38
ceiling,0.75,0.25,23,0.5665516520284399,0.8983443347335115,0.061617160365864704,0.7801156189781783,0.9320144040116959,19128.0,230,0.3428571428571428
ceiling,0.75,0.25,16,0.5613326848249027,0.9005102882015432,0.06056745861636882,0.7964034021871202,0.9324357576809582,20560.0,236,0.3257142857142857
ceiling,0.75,0.25,19,0.5771901225623377,0.8996972990180742,0.0644305763668198,0.8267575322812052,0.9352387784382045,16563.0,220,0.3714285714285714
ceiling,0.75,0.25,20,0.5507622109302085,0.8995606799091191,0.06039025011077276,0.8149138596040113,0.9356001910149505,19286.0,220,0.3714285714285714
ceiling,0.75,0.25,17,0.5687085703540031,0.9004850711634597,0.058192667919526125,0.8039142065987703,0.9324542571522438,21271.0,234,0.3314285714285714
ceiling,0.75,0.5,5,0.5774544744422204,0.8990145625075816,0.05947375254418032,0.8093519918084743,0.9329700549584502,20483.0,229,0.3457142857142857
ceiling,0.75,0.5,2,0.6013175953884161,0.9041782010542624,0.0641704313356937,0.8193959877889229,0.9336331069715282,18215.0,236,0.3228571428571428
ceiling,0.75,0.25,30,0.6085418120203329,0.9033882154407696,0.06055985076832661,0.8158117319269615,0.9348426716325616,20066.0,232,0.3371428571428571
ceiling,0.75,0.25,24,0.561832299755068,0.8976553757225147,0.05901929892199791,0.8232463914915168,0.9345392323553884,19189.0,211,0.3971428571428571
ceiling,0.75,0.5,11,0.5659822609888764,0.8963988127940034,0.058904811318738565,0.8097429620563036,0.9321161042140235,20407.0,227,0.3514285714285714
ceiling,0.75,0.25,25,0.5534028812717338,0.8948468492008873,0.06102459396187779,0.792238575602227,0.9336261192090529,18117.0,218,0.3742857142857143
ceiling,0.75,0.25,28,0.5855923694779116,0.8976700524069372,0.05950866245250059,0.8108771929824561,0.9337472252058718,19920.0,223,0.3628571428571429
ceiling,0.75,0.5,3,0.5398597626752967,0.8951147396293028,0.06099514563106796,0.7903078982597055,0.9327276343469114,18540.0,220,0.3714285714285714
ceiling,0.75,0.25,26,0.5849131317131119,0.9011336694663701,0.05971983486554208,0.8237062592410054,0.9348132084770823,20203.0,227,0.3514285714285714
ceiling,0.75,0.5,10,0.5668854850474107,0.8975582342678968,0.05864375258593843,0.8114984947071963,0.9322268621928717,20565.0,228,0.3485714285714286
ceiling,0.75,0.5,4,0.5586894875430424,0.8948412216145658,0.059812076609727,0.7917698801880593,0.9311262611308109,19748.0,225,0.3571428571428571
ceiling,0.75,0.5,18,0.5652518448813828,0.8978308043143729,0.05967457681793735,0.8077358397716647,0.932441035663318,20191.0,226,0.3542857142857142
ceiling,0.75,0.5,6,0.5793417721518987,0.8979833066165497,0.060262893151290686,0.8090325190916907,0.9323361582533181,19750.0,229,0.3428571428571428
ceiling,0.75,0.5,19,0.6015824400204186,0.8998719280974258,0.05969426821264496,0.8417727967396842,0.9347337166145113,19590.0,224,0.36
ceiling,0.75,0.5,23,0.5743428187780819,0.8983676137614603,0.06064287921166343,0.8068691661079882,0.9327863441802898,19363.0,228,0.3485714285714286
ceiling,0.75,0.5,7,0.5428433034633083,0.8972072599591445,0.05996568472663767,0.7762349412163143,0.9294774092325981,20645.0,237,0.3228571428571428
ceiling,0.75,0.5,16,0.5832553558236887,0.9024935139959499,0.06105000015585117,0.8112910370625585,0.9336053551213269,20305.0,237,0.3228571428571428
ceiling,0.75,0.5,24,0.5835669937913078,0.8986242902225278,0.05955793065246305,0.8297829982082421,0.9342842922556241,19972.0,222,0.3657142857142857
ceiling,0.75,0.5,26,0.5336930132182358,0.8943386804348781,0.06066988287400958,0.8118870567949132,0.9342075038874262,18535.0,215,0.3857142857142857
ceiling,0.75,0.5,28,0.5510249185037848,0.8948319918328906,0.0618291547356005,0.8024718605164423,0.9334315981965507,18099.0,218,0.3742857142857143
ceiling,0.75,0.5,1,0.6405417406749556,0.9092703504743751,0.06472882279888514,0.8214364885834626,0.9354026664977674,18016.0,246,0.2971428571428571
ceiling,0.75,0.5,27,0.5756155968556406,0.8992100789695667,0.06190888605381811,0.804639550608551,0.9328902825043468,19209.0,231,0.34
ceiling,0.75,0.5,22,0.5091624646414955,0.8813911724310232,0.061178825012668914,0.7916488875342883,0.9330651804763357,16262.0,191,0.4542857142857143
ceiling,0.75,0.25,29,0.559732573432705,0.9015927025626719,0.06132452871547568,0.8466716932356743,0.935484704868591,18248.0,220,0.3714285714285714
ceiling,0.75,0.5,29,0.5318089322052051,0.8944436212192568,0.06071440622886411,0.8035924302362878,0.9328133066548548,18674.0,219,0.3714285714285714
ceiling,0.75,0.5,25,0.6227998916869754,0.9026474387084871,0.06179210129664109,0.8524270793874127,0.9365313521912905,18465.0,226,0.3542857142857142
ceiling,0.75,0.5,20,0.5932748239616288,0.901072266849387,0.060189496377181406,0.826372405434069,0.9348447048128883,19598.0,224,0.36
ceiling,0.75,0.5,13,0.5521654551039213,0.8986986650712759,0.05930791119725555,0.8455679378386668,0.9363325397636817,19534.0,217,0.38
ceiling,0.75,0.5,15,0.5604587869362364,0.8969669198090661,0.060044947924030326,0.7868756977139252,0.9311552409149847,20576.0,231,0.34
ceiling,0.75,0.5,30,0.5902611534276387,0.8963573933018982,0.06196832305646233,0.7939881502418873,0.9326469377771219,18380.0,225,0.3571428571428571
ceiling,0.75,0.5,8,0.5810670541831016,0.9024187816455139,0.06244172299377554,0.8119294605809129,0.933696502667457,19268.0,236,0.3257142857142857
ceiling,0.95,0.25,6,0.6000430408349922,0.9032816887054113,0.06431061835770341,0.7823633725616637,0.9312840944857711,18587.0,246,0.2971428571428571
ceiling,0.75,0.5,14,0.5383211678832117,0.8963172083055025,0.05952965598766001,0.8195022907122033,0.9346468733265901,19180.0,217,0.38
ceiling,0.95,0.25,9,0.5673341609542829,0.8999187195793737,0.0633617618256889,0.7907753650519963,0.9309788858697743,18527.0,238,0.32
ceiling,0.95,0.25,2,0.5577633493787082,0.8994686652298097,0.06480616837677206,0.7764209591474245,0.9301944303476275,17866.0,237,0.3171428571428571
ceiling,0.75,0.5,9,0.5699138832196725,0.9019978251592131,0.06077140823752712,0.7967568643056109,0.932521744073674,20089.0,239,0.3171428571428571
ceiling,0.75,0.5,12,0.5632891740840406,0.8957056893028413,0.060384384258419146,0.7984700470357161,0.9314922210161782,19324.0,227,0.3514285714285714
ceiling,0.75,0.5,17,0.566815577352627,0.8983472259183631,0.05912325995845466,0.7968954644676207,0.932228405114168,20594.0,231,0.34
ceiling,0.95,0.25,7,0.5985047692704305,0.9014053726035623,0.062370026639168144,0.7892053355307205,0.9306394249516257,19395.0,243,0.3057142857142857
ceiling,0.75,0.5,21,0.5883222845486996,0.8989525476521907,0.0597105264366866,0.8239727073679922,0.9348723021975224,19610.0,222,0.3657142857142857
ceiling,0.95,0.25,10,0.6123731520115386,0.9082891933362294,0.06411991152937127,0.792578104894745,0.932820746601178,19413.0,254,0.2742857142857143
ceiling,0.95,0.25,5,0.59627425614489,0.9036170345950006,0.06379376538830697,0.7770654534174336,0.9309839431584855,19325.0,248,0.2914285714285714
ceiling,0.95,0.25,15,0.5841555143108332,0.9025932782610367,0.0622140805088087,0.7729400292540224,0.9293417844953681,20474.0,249,0.2885714285714286
ceiling,0.95,0.25,4,0.5403087478559176,0.8945909722067527,0.06264247473509904,0.7689565263662002,0.9285960578026772,18656.0,231,0.3342857142857143
